id,popularity,vote_average,vote_count
3520,1.807802,6.6,10
43372,1.928674,7.4,23
88435,0.500516,8.0,5
77650,0.410445,4.0,3
17704,1.081517,5.4,5
36571,2.086634,3.9,11
36572,2.562477,4.0,6
37327,11.445717,6.2,20
28684,0.961042,5.5,2
8841,10.940451,6.9,179
54615,0.148705,7.0,4
13220,7.498032,6.0,213
16509,0.874621,7.1,9
34867,0.683586,3.6,10
10565,0.154169,7.0,2
6972,9.566135,6.3,712
13053,15.580915,6.3,1798
32862,0.476775,5.0,4
10139,10.680121,7.1,628
29320,1.155181,6.7,22
8966,31.282029,5.8,3688
16342,7.320166,6.3,116
13387,9.296824,5.9,1110
12193,7.210383,5.3,337
14574,8.912738,7.7,1492
10900,6.804406,6.0,111
56256,0.313928,7.4,9
14438,5.329195,7.0,100
14248,9.369432,5.6,154
20919,2.420788,4.1,21
12224,6.979858,5.8,71
10360,14.322814,7.2,311
14299,8.878391,6.9,89
13056,8.333526,5.6,298
15026,2.345714,5.5,30
13793,3.936673,7.1,43
35790,0.823651,7.2,26
38831,0.494283,4.6,6
45838,0.214742,6.0,3
13394,7.081997,5.8,179
2574,2.461408,6.5,15
72495,0.28348,6.3,7
34283,1.873131,7.2,40
114390,0.451368,5.9,4
85844,0.530321,6.8,4
14447,10.898525,7.2,120
17157,0.539413,5.7,6
1964,1.813452,7.5,19
44626,1.780882,4.2,9
65502,0.772388,7.1,4
17912,1.445489,4.8,6
43962,1.289968,6.0,3
28148,2.313986,5.9,18
93260,0.103932,8.0,2
109539,0.638294,6.6,8
116973,0.383715,6.0,3
74485,0.145447,8.3,2
174122,0.773709,4.9,4
200311,0.001263,0.0,0
10200,9.265322,5.2,1057
8881,5.68041,6.8,209
8880,7.500907,6.7,155
11127,11.161339,4.2,154
18117,12.333138,7.5,22
109711,0.783289,3.9,4
18926,2.935164,6.8,19
86782,0.504412,7.5,5
25852,1.953115,6.5,17
39407,0.804396,7.0,7
39409,1.08745,6.3,7
37584,0.539564,6.3,5
14359,9.278263,7.0,445
19486,2.781309,6.6,32
126754,0.19402,0.0,0
13223,14.794228,7.8,3181
11499,11.641771,7.2,333
8055,7.931732,7.2,835
3054,0.955774,6.5,10
14072,4.001251,6.7,64
20542,2.915814,5.4,15
12449,1.599907,6.2,17
5816,4.71491,6.3,8
13980,5.648328,7.6,69
8276,8.352169,7.1,70
61751,0.670067,8.0,1
11321,21.708267,7.5,2092
52615,0.863706,4.8,4
41966,2.089317,6.6,31
89453,0.013023,0.0,0
120862,0.98147,4.7,3
42655,0.056092,5.0,1
12163,7.903956,7.3,1031
14772,1.578987,5.5,11
27991,0.631869,6.3,6
87894,0.104209,5.0,2
9050,2.704684,6.5,26
86082,0.889638,7.0,2
79090,0.071763,6.5,2
47499,0.224955,5.5,3
60488,3.252473,5.9,10
111302,0.982552,6.3,3
112912,0.315327,5.0,1
80616,0.827541,5.8,14
2694,1.819151,7.6,8
39558,2.216087,3.9,6
36573,1.75819,4.6,7
4922,17.934821,7.3,3398
159849,0.473322,5.0,1
10201,9.756289,6.4,1869
75686,0.852997,5.8,10
297983,0.005674,0.0,0
2253,8.635464,6.7,1195
14422,3.87449,5.9,22
40873,0.038844,0.0,1
38142,11.324028,7.3,403
34812,1.314076,4.4,10
16268,6.870464,3.5,21
15033,0.206718,4.4,4
14806,1.2747,5.1,12
51817,0.769203,7.3,6
84397,0.284199,5.8,2
59158,0.670124,3.1,7
105371,0.00353,0.0,0
6936,3.873511,7.0,90
13954,8.091476,5.1,61
13406,2.544958,5.4,15
14357,0.731907,6.5,4
185156,0.480404,9.0,1
10202,10.739419,5.9,924
28564,2.479383,6.3,19
23604,1.111066,6.1,7
13973,7.589546,6.0,128
4148,12.265867,6.8,824
194113,2.613528,7.1,54
51247,1.986334,7.6,44
17845,7.236542,7.1,71
13827,2.023166,4.7,25
362026,0.102497,7.0,1
15676,2.420823,6.4,29
15584,5.531686,8.4,146
13971,10.420849,6.4,421
89573,0.247304,5.3,6
13813,13.990891,6.7,580
13180,3.808933,7.2,79
42366,0.432437,6.6,4
14306,9.729748,6.9,1392
8049,0.730041,6.5,13
20028,0.281682,5.4,6
141971,0.411949,6.7,3
31047,4.577746,6.7,26
8927,1.347649,6.9,19
12429,8.470945,7.5,953
53519,0.217148,8.5,2
53518,0.147469,6.5,2
70191,0.882141,5.4,5
51808,0.229159,7.2,5
18151,0.188147,5.3,3
28256,0.525533,6.2,10
16205,3.88291,5.8,60
15331,0.271582,5.2,3
17287,5.072909,5.9,41
50988,0.566025,5.2,8
113916,0.910323,6.0,2
29741,0.767836,5.8,5
29262,0.95418,6.7,9
9795,2.313791,5.9,28
87790,0.840378,5.0,4
26758,1.54471,5.8,11
25528,2.213603,4.8,31
8942,3.328853,6.4,65
13690,9.031276,5.6,334
16409,4.088346,6.1,69
113921,1.104845,5.7,7
14756,6.004257,7.5,1309
27244,1.294294,5.0,11
35945,0.187499,3.9,20
54406,0.637468,3.8,2
10596,9.585493,5.0,93
60547,0.89585,7.0,7
368955,0.087263,6.0,1
49256,0.881634,6.4,7
86084,0.052711,5.0,1
13944,6.274736,5.7,214
10199,12.364579,5.8,260
10521,8.33501,5.9,884
26235,0.623316,7.6,14
13635,4.675264,7.3,243
14435,5.245883,5.3,303
21966,1.727334,5.7,13
52886,1.540592,6.2,21
37373,0.681977,6.0,3
170094,0.010291,8.0,1
260528,0.00118,0.0,0
13177,4.518646,6.3,75
34696,0.007032,0.0,0
221861,0.091249,0.0,0
114403,0.079516,5.0,1
14139,8.623982,7.0,313
16999,3.545694,4.5,22
8280,9.542657,7.4,44
125705,0.584251,0.0,0
36746,0.408705,6.3,7
36402,0.617523,7.9,7
317,0.623465,6.9,15
12437,11.654958,6.2,1447
2309,13.570926,6.0,610
86363,0.353156,6.0,1
60542,0.554577,7.1,7
162865,0.069688,5.0,1
47658,0.640139,8.2,10
31688,0.62718,6.9,10
14076,1.38264,6.2,11
13942,3.076072,5.2,50
18543,7.482477,4.0,18
21029,2.707017,3.5,19
50307,0.082617,3.5,2
49511,1.51655,6.3,16
27440,1.4001,5.1,11
13825,11.387338,6.0,116
250093,0.479367,8.0,1
15227,1.356131,6.2,12
14560,13.003122,5.2,807
14410,5.336296,6.6,163
13788,7.108555,4.8,373
13429,2.804154,4.5,52
6733,2.961854,6.1,57
14871,5.496293,5.4,75
35077,2.541367,6.2,8
14353,5.25696,6.7,103
27447,1.058927,5.8,6
14254,10.330423,6.3,424
16137,4.762443,6.7,15
17803,8.811327,6.2,33
101838,0.209643,3.5,4
214436,0.106644,8.3,2
14549,2.958584,5.4,50
80193,0.247007,3.2,5
169869,0.917461,6.3,2
56816,0.389459,6.0,2
38205,0.874388,6.8,15
168261,0.038829,5.0,1
10529,14.611182,6.1,354
75880,0.10924,4.5,3
160783,0.547438,4.2,5
58782,0.335112,2.0,3
62753,0.15772,4.7,3
417285,0.001678,0.0,0
14582,2.490144,6.3,26
46595,0.801549,7.4,16
50318,4.382184,5.4,14
253116,0.627698,0.0,0
94533,1.97046,6.1,6
44052,0.678793,4.0,5
63938,0.713033,6.8,9
1977,10.510468,5.3,150
46725,0.51695,6.1,7
13510,12.515435,6.7,415
15554,1.242135,7.5,11
14836,16.639915,7.3,1432
48350,1.421706,6.5,16
97915,0.139978,5.0,1
15003,6.272128,7.0,99
141971,0.411949,6.7,3
24194,4.188751,5.8,43
14851,10.430028,6.4,79
13455,11.596222,5.9,671
4959,6.583609,6.0,373
10362,8.032616,6.6,157
10184,8.376094,6.2,988
16170,1.333873,6.7,20
14849,4.78341,5.8,67
36764,0.245969,5.7,3
111459,0.928348,6.3,3
37309,0.719063,6.8,12
131729,1.235102,5.0,3
52105,1.336219,6.1,16
60539,1.015736,6.2,5
28196,0.449728,6.5,4
1560,2.583187,7.9,20
85394,0.731141,6.0,4
15060,13.284811,7.2,134
26900,1.961587,7.5,51
15189,6.317992,5.7,205
133328,0.187358,5.0,3
13492,8.602956,6.0,186
70089,2.164527,7.3,6
4832,2.215689,6.4,28
135938,0.209106,7.3,6
7353,9.713124,6.4,59
14711,4.427087,6.7,49
52512,0.906583,6.7,16
98193,1.326898,7.5,14
49600,0.14217,6.5,4
24171,0.582349,6.8,6
47980,0.224789,7.1,4
5677,6.272745,6.3,42
44618,0.54479,6.7,6
16804,8.175019,7.7,202
25405,2.804378,6.8,31
73953,0.783703,6.1,4
1961,8.708789,5.9,107
15148,0.982936,5.3,4
54838,0.100451,7.5,2
15945,9.781476,3.5,12
171840,0.952744,3.7,3
68190,0.188832,6.8,4
14204,0.841644,6.0,23
20829,9.900376,5.6,398
30508,7.292134,7.0,109
15039,5.108627,3.7,42
13639,1.586223,7.0,4
47561,0.51834,5.6,5
18884,2.278704,7.6,23
26036,6.457462,7.4,37
434306,0.100491,5.0,2
14977,3.159248,4.0,32
157909,0.524827,5.6,4
21851,0.546265,5.0,3
15105,4.700631,5.1,27
17314,3.313287,5.5,26
24351,5.448576,4.5,24
94405,0.186768,4.0,3
110761,0.712831,6.1,4
38087,3.010717,6.4,52
16177,0.151252,7.0,3
29363,3.856596,7.1,30
79331,3.408795,4.3,5
36499,0.795697,4.1,6
15268,6.660188,3.9,113
17317,4.352072,5.4,34
434,1.634982,7.2,14
15670,2.844534,6.4,52
206034,0.525644,6.3,2
19255,6.590093,6.7,189
43034,0.157003,10.0,1
29117,0.938704,5.2,8
14979,11.923981,5.7,223
18208,1.008726,6.5,2
41054,1.673129,6.7,17
37468,0.143869,6.5,4
8832,7.728333,7.5,166
50013,0.935968,7.0,10
8279,4.249948,6.5,79
14063,1.844661,5.7,5
13207,14.20229,5.7,566
15067,8.218314,7.1,196
14853,4.92638,4.4,35
15159,18.54675,5.4,323
18529,2.0531,7.1,13
7916,4.845377,3.1,73
38789,0.002328,0.0,0
90324,0.528211,8.7,7
67384,0.544788,7.0,3
36281,1.19689,5.9,10
42818,0.858991,6.6,9
29717,0.414522,5.6,10
43873,0.349258,9.0,3
17158,4.952332,5.0,30
24221,1.775833,6.5,10
17077,2.109176,7.9,16
47497,0.793633,4.0,2
10049,8.844451,4.3,25
9914,6.060635,4.3,26
40227,0.076591,5.0,1
20421,3.602031,5.3,46
125858,0.869632,8.3,4
111014,0.259613,4.1,4
14301,8.927994,7.8,236
8382,2.38008,4.0,31
13849,9.459594,6.3,80
27061,0.726282,6.5,12
43146,0.507325,6.6,9
85330,0.713735,5.6,6
53574,0.251068,4.1,5
74286,0.363774,6.5,2
30906,0.004706,0.0,0
26939,0.932765,5.4,12
26127,2.506227,5.1,33
13613,6.477482,4.7,107
16538,12.929653,6.5,531
19998,2.703354,6.3,21
5334,3.557657,7.8,13
26387,0.878471,5.8,8
7517,0.385761,5.5,8
34474,1.007167,6.5,23
13094,3.915682,6.0,66
18781,10.80374,6.0,317
27757,0.000124,0.0,0
16558,9.097953,5.7,203
13811,9.806904,5.9,1528
17003,0.731548,6.5,12
80314,0.249609,6.1,5
161006,0.004706,0.0,0
16353,8.553506,5.9,156
15472,9.858687,7.4,1020
52528,0.33909,5.6,9
13090,9.098119,6.5,256
15854,6.638013,6.5,80
53651,2.893266,5.7,7
58076,0.438115,6.3,2
143240,0.89031,5.7,9
73856,0.639922,8.2,5
14180,3.860361,4.0,32
36836,1.610079,4.7,14
17166,2.127656,5.0,26
47739,1.930301,6.1,7
16325,6.624498,5.4,110
113321,0.053496,6.0,1
17097,7.134232,5.2,54
46799,1.030329,7.3,17
19950,1.39827,5.7,16
15512,14.243634,6.0,1464
14735,1.891973,5.1,18
24220,1.709218,6.2,15
21946,4.787284,7.0,69
20529,1.711226,6.9,25
30155,2.512786,5.4,14
39914,0.615145,4.4,7
42914,0.75757,6.1,18
36392,0.406377,7.5,6
62437,0.00022,7.5,16
6968,5.155749,7.1,157
13161,9.338858,5.9,178
16197,1.585469,6.7,10
53828,0.94151,4.5,10
34015,0.89579,7.4,18
13808,1.496824,6.3,27
14637,8.719145,6.9,134
15912,2.634201,6.2,30
18096,1.668772,5.8,15
18094,3.414041,7.7,85
33811,0.81594,7.2,7
53863,0.110801,5.3,3
16991,5.666341,5.6,229
99283,0.220294,6.1,6
94854,1.007377,5.0,3
43396,1.497464,6.0,11
16614,6.77887,6.4,748
31273,1.766518,6.7,9
18558,3.034271,5.2,22
16071,4.701858,5.5,39
20048,8.198789,6.1,787
8747,2.307735,6.7,31
16258,7.228413,5.1,158
15451,4.717517,7.2,59
330711,0.008218,0.0,0
82962,0.985855,3.7,3
22705,6.377611,5.5,40
16005,7.444398,6.3,55
55748,0.002524,0.0,0
39331,0.541255,5.6,7
284117,0.040068,1.0,1
55500,0.000127,0.0,0
14164,8.876305,2.9,475
3632,1.149111,6.6,10
9841,4.657671,5.0,59
91099,0.324601,6.5,4
97421,0.702263,5.9,8
43250,0.127452,6.0,2
142973,0.003545,0.0,0
55773,0.162378,4.0,2
1940,1.678935,5.7,6
33726,0.803604,7.2,9
61070,0.107042,5.7,3
93562,1.026493,4.2,3
13557,3.137916,5.7,50
10041,1.491366,4.8,15
31132,1.550559,8.1,18
13804,1.498902,6.5,2426
34796,2.933003,7.4,19
35849,0.545943,5.0,10
35022,1.804231,6.0,24
45965,0.879112,5.5,10
19976,2.771957,4.8,14
1387,0.640356,7.5,12
21376,2.272676,3.6,22
16867,2.683651,6.5,28
19833,6.341259,7.0,194
16919,1.015014,7.6,19
15580,0.372372,7.3,6
15801,3.646265,6.4,37
8902,0.384534,6.3,10
19618,3.2125,6.5,12
83099,1.060091,6.0,13
27644,1.648486,6.0,29
18947,8.395618,7.2,678
128857,0.002384,0.0,0
46096,0.751207,6.6,10
67857,0.544176,6.3,4
16996,11.362762,6.1,1388
168538,1.276602,4.7,3
8833,6.744702,6.6,105
16869,16.89564,7.9,6598
16995,8.905732,6.7,489
99224,0.442244,6.7,3
94139,1.121124,4.7,8
10000,0.281609,7.2,9
44967,1.576387,7.2,29
91603,0.072361,7.5,2
84908,0.104367,5.3,2
45882,1.753255,7.2,8
21641,11.545627,7.2,156
13119,0.680742,6.1,6
15092,10.044642,5.9,878
51472,0.355919,6.8,6
51263,0.195632,6.5,2
24365,2.187464,4.0,9
38872,0.991107,8.1,10
95977,0.102997,6.0,1
17431,13.336773,7.6,1831
38870,0.001177,0.0,0
67849,1.76,3.8,9
112582,0.002317,3.3,2
205410,0.653923,7.0,1
13123,0.765555,6.7,12
33974,3.586906,6.1,41
45949,0.158414,6.3,3
18320,8.437587,7.1,330
49571,2.292668,6.6,12
53204,0.05157,7.0,1
17436,6.675032,4.4,60
30843,1.080883,6.2,13
2080,1.456541,6.2,4086
17680,6.115299,5.2,83
36175,0.92083,6.4,9
53624,0.784048,3.3,8
120528,0.148499,5.5,2
17073,1.930418,4.3,5
21191,5.435993,7.3,139
270952,0.007134,0.0,0
13475,15.362632,7.4,4574
24273,1.903358,5.4,10
38464,0.301454,8.2,3
22152,9.813825,6.4,43
16279,7.957389,6.0,86
72891,1.244254,6.0,10
6461,4.233778,7.5,29
23391,0.604248,4.3,7
11160,2.634068,6.2,33
168643,2.947094,5.9,43
19350,2.327569,4.6,5
15384,7.309903,7.1,110
156908,0.046516,8.0,1
48116,1.142721,6.9,16
15342,1.323715,4.9,25
25004,1.238266,5.4,10
17124,9.233565,4.3,29
210487,0.162404,7.0,1
64115,0.286199,7.7,7
17532,7.959965,3.6,124
10946,15.30326,7.5,136
23590,1.064154,4.2,10
30416,2.48768,7.2,44
65503,0.569912,7.5,3
38869,6E-06,0.0,0
17027,3.702465,5.7,19
15577,6.036408,6.2,95
13448,22.211558,6.5,2183
288035,0.001262,0.0,0
92312,0.826487,4.4,7
80592,0.430045,5.3,4
90120,0.276968,3.5,3
17635,1.06057,5.3,13
42738,2.265786,6.0,19
14141,3.0558,5.4,36
30312,0.807849,7.4,7
47906,0.180571,7.0,5
111752,0.446482,6.6,5
122160,1.216183,5.9,6
17740,5.428409,6.3,69
42943,0.660233,6.2,11
13532,5.785775,6.1,320
18495,3.968853,6.1,10
180162,0.51617,5.4,4
25218,12.376901,5.7,48
24053,5.378154,6.8,10
53947,0.000578,7.5,2
15705,4.279817,5.3,55
14448,5.054967,7.0,61
21583,12.459106,5.5,102
534,16.507496,5.9,2496
18360,15.417181,5.9,2026
38008,0.106679,5.0,1
2049,0.091729,5.0,1
19375,1.882446,6.1,25
23997,0.36752,5.8,5
18238,6.52808,5.3,126
21755,7.973126,6.8,206
43378,0.476306,5.6,4
121707,0.579823,4.8,2
30239,2.957936,6.4,29
101362,0.021483,0.0,0
8211,0.92235,7.6,16
8429,3.080515,7.6,44
44012,2.160001,7.3,31
10541,1.220424,6.6,15
19955,4.314822,6.4,80
90799,0.113518,8.3,3
39194,0.083894,7.5,2
36460,0.627655,6.0,2
27502,0.09386,6.0,1
15555,1.479651,7.2,23
40022,3.855015,7.5,26
86764,1.486399,5.4,9
42062,0.625346,5.4,8
14126,7.095063,4.5,49
17332,11.328316,6.6,237
18405,13.634766,6.2,449
155426,0.41747,9.0,2
21832,2.545437,7.4,54
16871,15.809588,6.2,995
14160,19.330884,7.8,7048
21967,1.457156,7.7,15
14003,9.515415,7.0,74
16899,5.373645,6.4,112
21724,9.389891,4.7,73
8282,3.937956,6.8,34
31404,1.158975,6.8,8
42513,1.66853,6.7,24
83868,0.727147,6.2,6
4934,9.443289,5.5,16
15588,8.637416,7.0,306
61109,1.034282,4.8,4
129089,0.933309,4.3,2
14857,7.872865,5.8,37
17927,6.312206,6.0,194
77822,0.836101,6.5,7
14330,1.156854,5.4,25
26508,1.761241,7.8,32
28677,2.390543,5.1,18
19203,1.798215,5.7,16
15712,3.563196,7.1,62
13975,6.666455,6.0,112
18785,23.947351,7.2,6324
16164,4.475472,5.9,80
17609,7.769607,6.4,687
33104,0.734834,6.0,18
37924,3.996675,6.3,39
43321,0.874713,6.4,5
18869,1.9939,5.4,8
17829,1.266629,6.4,10
16345,1.355305,6.5,27
81512,0.215725,6.0,2
115306,0.093497,6.3,2
200796,0.149818,6.3,2
27134,4.912303,5.4,19
37024,0.713292,5.3,5
53622,2.098026,4.1,8
761,6.218351,6.8,115
11914,1.219877,5.0,21
64968,0.454392,5.9,7
34300,0.386295,4.5,4
58018,0.19559,6.8,2
70806,0.110308,6.0,3
45560,2.255785,8.4,5
26506,0.964688,5.0,3
13856,2.003309,6.6,32
14536,12.357072,5.2,99
13710,5.188641,4.9,19
15084,1.557528,5.7,21
14451,7.974726,6.1,313
18162,7.642063,5.4,387
34482,1.841563,5.2,35
16324,1.443854,5.1,17
50600,0.674208,4.7,3
18468,0.504158,6.5,2
19724,6.308773,5.7,134
18487,15.09911,6.2,971
27799,1.906696,6.9,25
8883,3.46355,6.8,68
49767,1.11251,5.0,4
29314,0.359685,5.6,7
40465,1.788295,5.9,9
10272,0.627559,4.8,9
23924,1.923558,7.1,11
18061,2.271555,5.6,35
21179,2.030129,7.2,9
42341,1.453026,7.4,31
18760,1.502234,6.3,11
11693,1.411851,5.3,23
40509,1.09014,5.7,7
15073,1.598814,4.7,12
31544,5.46508,5.3,26
84119,1.390181,4.6,7
33409,3.694624,8.0,63
18240,8.058337,6.7,1858
51260,0.405798,2.4,7
28110,8.005804,6.7,23
89484,0.893448,3.8,8
48288,0.87638,5.7,7
17610,10.087637,4.6,538
8933,0.870359,6.1,14
156917,0.001177,0.0,0
37911,1.094261,5.3,6
38773,1.821423,5.0,4
8269,1.247433,6.4,17
45779,3.839936,5.5,20
27085,2.343888,5.7,37
8940,2.558751,6.6,30
133,0.380635,7.0,6
20152,1.687025,6.9,11
14938,1.931397,5.7,30
19508,4.816294,5.7,20
66770,0.275086,4.3,2
12162,9.403724,7.2,1881
4498,1.351875,7.5,18
176810,0.460947,6.0,1
170477,0.205285,5.0,2
75015,0.202468,7.0,3
18507,0.609663,8.0,1
16240,2.214344,5.9,13
50030,1.016039,7.5,19
81223,0.411879,6.3,3
24772,0.846545,5.4,5
67515,0.256753,6.5,4
29082,1.024098,6.8,16
8284,9.205574,6.4,68
4250,1.394429,6.3,11
32451,0.630144,6.1,7
62128,0.001586,6.3,6
8373,4.351756,6.0,3192
62320,6.05028,7.9,181
24734,2.995373,5.7,46
75317,0.553881,3.3,3
8939,1.792689,5.6,14
35404,0.622745,6.3,8
91205,0.0,0.0,0
53906,0.836961,5.2,15
19079,7.898326,7.0,45
19265,8.930341,6.8,365
12556,8.401493,5.6,716
43638,0.820315,6.9,4
4990,0.739836,6.4,6
43192,1.47243,6.6,21
11322,10.364794,6.5,1371
8355,12.980624,6.5,2330
10821,0.467022,7.5,2
176241,6.526913,7.5,174
47075,0.727165,5.7,19
41385,0.343687,5.7,6
25728,5.462545,6.0,10
20301,0.910004,6.4,9
24232,0.782377,7.4,26
242737,0.313002,0.0,0
50201,0.117806,6.8,8
52109,5.041865,7.4,26
251657,0.409689,6.0,3
24927,1.017103,4.0,12
183871,0.00145,0.0,0
156063,0.002371,0.0,0
10024,6.793972,7.1,614
10788,2.024764,4.3,15
15423,2.06528,4.2,18
33321,0.151977,5.3,8
69426,0.660663,6.4,7
16226,0.910428,5.8,8
42659,0.325885,5.9,9
16440,2.882394,7.0,45
37021,0.178741,5.8,5
62186,1.09199,5.3,6
22612,1.373484,3.9,9
19913,16.376657,7.2,2993
47104,1.291484,7.4,20
17359,0.263597,6.5,5
47920,0.049158,8.0,1
82474,3.491261,6.9,22
45184,0.555556,6.3,7
18480,8.543888,5.4,528
64831,0.254965,7.8,5
266814,0.097805,8.0,1
4931,1.651189,5.6,13
301233,1.011702,3.7,5
18901,2.73578,7.9,28
14728,9.309781,5.9,134
16911,2.047794,5.4,24
70648,0.16687,6.0,2
8884,11.939996,5.9,100
38940,3.323673,5.5,30
19105,2.123844,8.5,34
14758,3.161376,6.1,34
767,19.083723,7.4,5435
59847,0.767496,6.8,4
60623,0.009961,7.0,5
14687,3.336861,5.7,18
351862,0.00353,0.0,0
10353,7.698423,5.8,228
49360,0.213093,6.8,3
245367,0.826391,0.0,0
9592,11.500311,5.2,157
68572,0.289559,4.3,7
84278,1.052642,4.7,6
43195,1.98483,7.1,30
23964,1.294066,4.2,9
14531,1.102938,5.5,5
76465,0.85457,6.3,16
51302,0.561556,0.0,0
76452,0.41816,5.3,4
14197,6.318475,6.1,107
20174,1.114697,3.8,6
48773,3.790978,4.9,23
60008,0.006617,0.0,0
8054,6.859934,6.3,885
19929,1.552852,6.1,18
123777,0.070603,8.0,2
18696,1.668343,4.8,4
3478,1.3379,7.5,20
30713,1.631904,5.4,27
54759,0.004666,0.0,0
30121,0.486764,4.5,4
64901,0.207079,8.0,4
23720,4.368154,5.6,27
14843,3.015557,6.7,50
8937,3.127124,6.9,50
9974,0.313775,7.0,3
22302,5.170568,6.8,94
20382,1.623658,6.0,28
53868,2.278268,6.5,34
69342,0.669473,5.1,8
83078,0.310867,5.3,6
37516,3.115132,5.3,9
19727,2.644888,4.6,19
56150,1.321845,6.2,12
22215,4.164362,5.9,57
18635,5.693842,6.9,40
4983,0.001586,6.0,2
53830,0.343641,3.7,9
38971,0.042737,10.0,1
49691,0.260296,6.0,4
39415,1.982488,6.3,9
20407,6.39166,6.2,34
22408,0.398755,7.3,3
23286,1.334437,3.7,5
69166,0.002494,0.0,0
97995,0.141558,5.6,4
67967,0.241028,6.6,5
21208,8.730934,6.7,1296
131351,1.282798,4.3,2
16056,8.911963,6.2,39
53781,0.394636,5.1,5
20943,8.450799,6.4,1005
67463,0.016204,9.0,1
82311,1.669808,6.5,19
204996,0.006588,0.0,0
47870,1.369216,7.5,22
104083,0.91396,6.5,2
21407,6.727804,6.3,365
12403,11.017008,6.2,355
62547,0.591899,5.6,12
15422,1.198151,4.3,28
14833,2.429703,4.1,26
41183,0.631613,5.5,2
44578,1.18327,5.9,6
20856,11.618472,5.3,254
17654,11.589835,7.3,3451
24803,8.142089,6.6,579
38879,0.440432,6.3,10
17335,7.175154,5.1,138
13836,8.176147,5.4,520
20071,0.82522,5.2,10
13730,3.45318,5.2,23
15438,1.054069,4.8,13
18126,6.332878,6.0,465
14869,11.787058,5.6,1988
14415,1.998584,6.6,26
30250,12.563435,6.1,47
121895,1.419683,7.2,5
17134,13.591485,5.7,223
50719,1.225871,4.7,26
105703,0.080905,6.9,7
176650,0.141103,6.7,3
17199,0.036935,5.0,1
20153,1.624031,5.4,12
20777,6.358789,5.5,88
54982,6.197144,6.0,11
92989,0.022686,7.7,7
45999,1.004464,7.8,15
18908,1.907938,6.2,18
31067,1.583899,7.0,22
39286,0.550246,6.2,3
13752,4.75876,6.9,81
22600,2.738852,6.8,16
99657,0.305434,7.7,7
40797,0.651179,4.1,9
40743,2.308029,5.2,6
17285,0.629188,6.6,12
12407,9.483659,6.4,22
97252,0.03911,5.0,1
18440,1.436085,5.0,5
22602,1.158542,4.0,7
40799,4.268264,3.8,6
40071,1.090473,5.0,10
19422,2.30886,6.9,38
31670,0.399815,6.5,2
38107,1.067416,3.8,12
15137,6.592907,7.4,132
37047,0.337904,5.5,6
66949,0.62798,3.6,4
77285,1.747874,7.4,22
64728,0.391217,5.0,2
11115,6.880365,5.2,22
22795,0.678176,4.9,8
21878,11.630025,4.9,13
18585,4.60263,6.1,91
19905,4.603801,5.4,58
22051,7.003724,6.9,152
25902,0.026851,8.0,1
16634,10.067125,5.9,25
58421,0.333701,2.8,4
56264,1.017269,5.3,5
31913,1.128702,7.2,7
14940,2.450192,5.8,51
24420,13.682598,6.7,815
13797,8.008971,5.6,54
12605,0.024286,0.0,0
128856,0.173446,4.3,3
145066,0.857374,5.8,6
31216,2.830411,7.3,52
19556,8.397892,5.4,78
23367,5.757056,5.4,129
49982,1.21693,7.5,25
45852,0.626528,6.5,2
24999,1.088298,7.1,7
16710,3.277456,6.0,35
19840,9.434281,5.2,204
25047,1.40411,7.5,23
33199,0.553169,6.4,9
22025,1.679952,6.1,16
99599,0.039924,7.0,3
25183,7.648005,5.7,37
19170,0.784985,6.2,9
14745,9.982123,4.3,48
19585,9.163791,5.1,519
41682,5.996407,4.3,13
17336,7.036697,5.5,198
11928,2.90333,6.7,49
98289,0.66431,8.7,3
99600,0.476877,7.8,5
18281,1.256294,5.5,10
8895,1.417696,5.9,12
18533,9.521043,6.9,756
30319,1.81704,3.9,9
18820,1.840607,3.8,4
85097,0.009423,0.0,0
164741,0.151378,4.5,3
12839,1.933704,5.8,15
15775,4.99289,6.5,139
44655,1.299286,6.9,7
43384,1.074432,4.0,10
46351,0.771948,6.6,5
38662,0.546163,4.9,7
18032,12.01334,6.2,112
677,1.530927,6.6,17
685,0.818906,6.2,14
92011,0.236093,5.4,5
154430,0.102529,1.0,2
49835,0.188393,6.3,4
18759,7.790201,3.4,24
106028,0.154578,6.0,3
87683,0.506519,6.3,6
42638,0.734839,6.5,13
18568,0.701847,6.0,4
33314,1.144161,5.8,11
21657,1.739262,5.8,11
8899,4.720788,6.7,42
20778,2.401164,7.4,40
22492,4.857726,7.4,54
17153,6.051389,6.1,35
21236,1.126681,5.3,3
35059,3.872766,5.3,12
43878,1.535632,7.5,34
29967,1.585995,5.9,19
68692,0.999041,5.7,13
15641,3.307214,4.8,56
21955,1.318752,5.2,12
43303,1.206291,5.3,9
25704,9.747452,5.0,102
21371,1.714522,6.6,22
23115,1.562051,6.3,6
41427,1.143064,5.3,23
184781,0.792974,0.0,0
36108,10.604359,7.2,26
23049,7.19669,5.6,104
26914,7.932049,3.6,101
121655,0.112903,5.0,1
15457,12.270513,6.2,29
758,1.954245,7.2,20
43734,0.305215,7.7,6
41496,5.209694,6.0,15
12410,1.911874,6.3,29
45458,0.92477,5.3,10
64544,0.788394,7.6,8
26320,10.993034,6.2,129
41127,0.542943,4.0,4
35203,1.632083,5.5,13
34869,1.592152,7.1,26
24150,7.490807,5.1,273
